source,campaign,influencer_id,user_id,product,date,orders,revenue,group
Instagram,Campaign_1,29,1544,HK Multivitamin,2025-05-23 22:26:15.642951,4,23.3,0
YouTube,Campaign_1,43,8957,MB Protein,2025-05-05 22:26:15.642951,3,30.34,0
Twitter,Campaign_2,34,2509,MB Protein,2025-07-14 22:26:15.642951,4,22.99,0
YouTube,Campaign_2,27,5386,MB Protein,2025-06-02 22:26:15.642951,2,29.72,0
Twitter,Campaign_4,9,4207,Gritzo Shake,2025-07-19 22:26:15.643950,4,27.71,0
YouTube,Campaign_4,20,2266,MB Protein,2025-07-07 22:26:15.643950,3,455.78,1
YouTube,Campaign_1,10,1329,HK Multivitamin,2025-07-09 22:26:15.643950,5,29.13,0
Twitter,Campaign_5,1,6620,HK Multivitamin,2025-05-09 22:26:15.643950,4,26.81,0
Instagram,Campaign_3,38,9460,HK Multivitamin,2025-05-27 22:26:15.644953,5,379.51,1
Instagram,Campaign_5,48,9371,Gritzo Shake,2025-05-16 22:26:15.644953,5,372.41,1
Twitter,Campaign_2,39,6062,HK Multivitamin,2025-07-04 22:26:15.644953,4,21.13,0
YouTube,Campaign_2,47,5389,HK Multivitamin,2025-05-06 22:26:15.644953,3,35.52,0
Twitter,Campaign_4,40,6141,Gritzo Shake,2025-06-22 22:26:15.644953,3,331.07,1
YouTube,Campaign_5,11,3326,HK Multivitamin,2025-07-12 22:26:15.644953,1,26.29,0
Twitter,Campaign_4,24,6089,MB Protein,2025-05-05 22:26:15.644953,1,325.3,1
YouTube,Campaign_3,8,7849,Gritzo Shake,2025-05-06 22:26:15.644953,1,489.55,1
Twitter,Campaign_5,25,3783,Gritzo Shake,2025-06-10 22:26:15.645951,3,304.34,1
Twitter,Campaign_3,3,3976,Gritzo Shake,2025-04-23 22:26:15.645951,4,32.65,0
YouTube,Campaign_4,47,8578,HK Multivitamin,2025-05-06 22:26:15.645951,5,28.33,0
Twitter,Campaign_4,16,2734,MB Protein,2025-06-23 22:26:15.645951,4,330.18,1
YouTube,Campaign_3,50,8567,Gritzo Shake,2025-06-09 22:26:15.645951,1,29.27,0
Twitter,Campaign_3,25,5731,Gritzo Shake,2025-07-12 22:26:15.645951,1,36.9,0
Twitter,Campaign_2,36,7562,Gritzo Shake,2025-06-22 22:26:15.645951,4,38.06,0
YouTube,Campaign_5,5,7781,Gritzo Shake,2025-06-14 22:26:15.645951,1,30.2,0
YouTube,Campaign_4,46,5527,HK Multivitamin,2025-05-23 22:26:15.645951,1,38.08,0
Instagram,Campaign_2,29,4145,MB Protein,2025-06-25 22:26:15.645951,1,355.19,1
YouTube,Campaign_5,45,7545,MB Protein,2025-05-07 22:26:15.646948,5,403.45,1
Twitter,Campaign_1,17,505,HK Multivitamin,2025-06-15 22:26:15.646948,4,39.86,0
YouTube,Campaign_4,47,5544,Gritzo Shake,2025-07-12 22:26:15.646948,4,22.34,0
YouTube,Campaign_5,5,2803,Gritzo Shake,2025-04-23 22:26:15.646948,3,445.0,1
Twitter,Campaign_2,28,6309,HK Multivitamin,2025-05-29 22:26:15.646948,5,29.1,0
Instagram,Campaign_2,21,3901,HK Multivitamin,2025-07-19 22:26:15.646948,5,35.63,0
YouTube,Campaign_5,8,8654,HK Multivitamin,2025-05-29 22:26:15.646948,1,26.48,0
Twitter,Campaign_5,24,1018,Gritzo Shake,2025-05-06 22:26:15.646948,2,38.36,0
YouTube,Campaign_4,11,4388,HK Multivitamin,2025-07-05 22:26:15.646948,4,428.16,1
Twitter,Campaign_5,32,7411,MB Protein,2025-05-07 22:26:15.646948,5,379.09,1
Twitter,Campaign_3,25,9922,HK Multivitamin,2025-04-22 22:26:15.646948,2,481.87,1
Twitter,Campaign_2,36,2756,Gritzo Shake,2025-06-18 22:26:15.646948,1,29.58,0
YouTube,Campaign_3,10,4609,HK Multivitamin,2025-06-18 22:26:15.647948,4,29.51,0
Twitter,Campaign_1,25,2910,HK Multivitamin,2025-05-06 22:26:15.647948,4,459.84,1
YouTube,Campaign_5,41,6992,MB Protein,2025-06-11 22:26:15.647948,1,37.94,0
Instagram,Campaign_2,48,3811,HK Multivitamin,2025-06-06 22:26:15.647948,4,328.25,1
YouTube,Campaign_1,22,2465,HK Multivitamin,2025-05-02 22:26:15.647948,3,30.63,0
YouTube,Campaign_4,27,3965,Gritzo Shake,2025-05-12 22:26:15.647948,5,35.48,0
YouTube,Campaign_1,22,3761,HK Multivitamin,2025-05-15 22:26:15.647948,4,395.76,1
YouTube,Campaign_2,22,7637,MB Protein,2025-06-15 22:26:15.647948,4,311.59,1
Twitter,Campaign_1,18,3459,Gritzo Shake,2025-06-11 22:26:15.647948,4,26.8,0
Twitter,Campaign_1,24,5054,MB Protein,2025-05-27 22:26:15.647948,3,32.47,0
YouTube,Campaign_2,46,5572,MB Protein,2025-05-25 22:26:15.647948,3,400.46,1
YouTube,Campaign_4,15,5829,MB Protein,2025-05-11 22:26:15.648958,5,343.53,1
YouTube,Campaign_5,13,5435,MB Protein,2025-06-06 22:26:15.648958,3,359.28,1
YouTube,Campaign_1,44,888,MB Protein,2025-07-15 22:26:15.648958,3,37.71,0
YouTube,Campaign_3,33,8611,Gritzo Shake,2025-05-17 22:26:15.648958,2,38.9,0
YouTube,Campaign_5,22,3782,MB Protein,2025-06-25 22:26:15.648958,3,343.16,1
YouTube,Campaign_5,50,8013,Gritzo Shake,2025-05-27 22:26:15.648958,3,33.04,0
Instagram,Campaign_1,48,1044,Gritzo Shake,2025-06-03 22:26:15.648958,1,23.65,0
Instagram,Campaign_1,6,9245,Gritzo Shake,2025-05-13 22:26:15.648958,3,463.88,1
YouTube,Campaign_4,43,122,Gritzo Shake,2025-05-22 22:26:15.648958,3,20.15,0
Twitter,Campaign_5,36,1177,Gritzo Shake,2025-06-02 22:26:15.648958,4,498.54,1
Instagram,Campaign_1,19,7018,HK Multivitamin,2025-06-05 22:26:15.648958,2,38.65,0
Twitter,Campaign_1,35,9929,Gritzo Shake,2025-06-08 22:26:15.649956,3,300.83,1
Instagram,Campaign_4,42,8922,MB Protein,2025-06-06 22:26:15.649956,2,36.46,0
Twitter,Campaign_4,26,9462,HK Multivitamin,2025-06-27 22:26:15.649956,4,383.72,1
Twitter,Campaign_5,32,5367,Gritzo Shake,2025-07-08 22:26:15.649956,5,416.3,1
YouTube,Campaign_2,13,9439,HK Multivitamin,2025-05-14 22:26:15.649956,3,35.78,0
Instagram,Campaign_5,19,2389,Gritzo Shake,2025-04-29 22:26:15.649956,4,328.88,1
YouTube,Campaign_2,27,7907,HK Multivitamin,2025-05-15 22:26:15.649956,3,33.41,0
Twitter,Campaign_2,40,1833,HK Multivitamin,2025-04-24 22:26:15.649956,4,474.54,1
Twitter,Campaign_3,28,3108,MB Protein,2025-07-06 22:26:15.649956,3,22.62,0
Instagram,Campaign_2,42,8382,HK Multivitamin,2025-06-05 22:26:15.649956,1,399.3,1
YouTube,Campaign_5,45,4386,MB Protein,2025-06-07 22:26:15.649956,3,314.9,1
YouTube,Campaign_3,7,8646,MB Protein,2025-06-18 22:26:15.650957,4,29.63,0
YouTube,Campaign_3,10,3953,HK Multivitamin,2025-07-03 22:26:15.650957,2,26.8,0
Instagram,Campaign_4,6,576,HK Multivitamin,2025-04-30 22:26:15.650957,5,318.98,1
Instagram,Campaign_2,2,5920,Gritzo Shake,2025-05-01 22:26:15.650957,1,495.2,1
YouTube,Campaign_2,41,9117,Gritzo Shake,2025-05-22 22:26:15.650957,5,365.2,1
YouTube,Campaign_5,13,5542,Gritzo Shake,2025-06-22 22:26:15.650957,1,302.72,1
Twitter,Campaign_5,4,535,Gritzo Shake,2025-06-22 22:26:15.650957,2,451.26,1
Instagram,Campaign_4,38,9510,MB Protein,2025-06-20 22:26:15.650957,4,307.96,1
Instagram,Campaign_4,29,3655,MB Protein,2025-05-17 22:26:15.650957,5,38.66,0
Twitter,Campaign_4,18,6441,HK Multivitamin,2025-05-26 22:26:15.650957,4,340.02,1
YouTube,Campaign_4,8,5127,HK Multivitamin,2025-06-25 22:26:15.650957,4,423.0,1
YouTube,Campaign_4,10,1336,MB Protein,2025-06-06 22:26:15.651956,2,25.24,0
Twitter,Campaign_4,24,7347,HK Multivitamin,2025-05-17 22:26:15.651956,5,358.44,1
Twitter,Campaign_1,9,4147,MB Protein,2025-05-12 22:26:15.651956,1,23.2,0
YouTube,Campaign_4,20,7110,Gritzo Shake,2025-07-17 22:26:15.651956,4,469.45,1
Instagram,Campaign_4,12,6067,MB Protein,2025-06-30 22:26:15.651956,1,386.09,1
YouTube,Campaign_3,50,66,Gritzo Shake,2025-04-30 22:26:15.651956,4,461.06,1
YouTube,Campaign_3,13,1719,MB Protein,2025-06-08 22:26:15.651956,1,324.27,1
Twitter,Campaign_5,28,9687,HK Multivitamin,2025-06-19 22:26:15.651956,4,34.43,0
Twitter,Campaign_1,16,4810,Gritzo Shake,2025-06-19 22:26:15.651956,4,39.7,0
Twitter,Campaign_3,49,3915,HK Multivitamin,2025-05-17 22:26:15.652974,4,408.27,1
Instagram,Campaign_3,42,4651,HK Multivitamin,2025-05-29 22:26:15.652974,5,404.01,1
YouTube,Campaign_4,15,5655,Gritzo Shake,2025-04-30 22:26:15.652974,2,20.12,0
Instagram,Campaign_1,19,5276,Gritzo Shake,2025-07-03 22:26:15.652974,4,338.6,1
YouTube,Campaign_5,31,3821,HK Multivitamin,2025-07-11 22:26:15.652974,2,29.29,0
YouTube,Campaign_2,45,5187,HK Multivitamin,2025-07-16 22:26:15.653943,4,356.59,1
Instagram,Campaign_3,38,2106,MB Protein,2025-05-20 22:26:15.653943,5,403.66,1
YouTube,Campaign_3,50,6323,Gritzo Shake,2025-06-28 22:26:15.653943,1,37.38,0
Twitter,Campaign_2,49,8036,MB Protein,2025-06-29 22:26:15.653943,4,28.13,0
Twitter,Campaign_4,3,6939,Gritzo Shake,2025-07-02 22:26:15.653943,5,413.45,1
YouTube,Campaign_2,11,3625,Gritzo Shake,2025-07-04 22:26:15.653943,3,30.85,0
YouTube,Campaign_3,30,9191,MB Protein,2025-07-03 22:26:15.653943,3,390.49,1
YouTube,Campaign_3,41,4755,Gritzo Shake,2025-05-10 22:26:15.653943,1,26.65,0
YouTube,Campaign_2,22,4738,MB Protein,2025-05-01 22:26:15.653943,4,25.07,0
YouTube,Campaign_3,46,2117,MB Protein,2025-07-08 22:26:15.653943,4,23.38,0
YouTube,Campaign_1,8,5360,HK Multivitamin,2025-05-11 22:26:15.653943,5,437.07,1
YouTube,Campaign_5,15,3910,HK Multivitamin,2025-05-04 22:26:15.654952,4,32.19,0
Twitter,Campaign_5,9,2113,Gritzo Shake,2025-05-11 22:26:15.654952,5,39.63,0
Twitter,Campaign_1,3,2898,MB Protein,2025-06-30 22:26:15.654952,3,426.3,1
Instagram,Campaign_5,21,2523,MB Protein,2025-06-21 22:26:15.654952,4,393.24,1
Twitter,Campaign_4,40,191,Gritzo Shake,2025-04-24 22:26:15.654952,5,391.63,1
YouTube,Campaign_2,45,1261,HK Multivitamin,2025-05-05 22:26:15.654952,2,301.06,1
YouTube,Campaign_4,22,9598,HK Multivitamin,2025-07-07 22:26:15.654952,3,458.98,1
Twitter,Campaign_4,32,2587,HK Multivitamin,2025-05-23 22:26:15.654952,4,29.84,0
YouTube,Campaign_3,22,6120,HK Multivitamin,2025-06-19 22:26:15.654952,1,436.34,1
Twitter,Campaign_2,9,483,Gritzo Shake,2025-06-16 22:26:15.654952,4,30.3,0
Instagram,Campaign_3,12,522,HK Multivitamin,2025-06-16 22:26:15.654952,5,31.5,0
YouTube,Campaign_1,31,1922,Gritzo Shake,2025-05-10 22:26:15.654952,4,22.68,0
YouTube,Campaign_4,8,8593,HK Multivitamin,2025-07-20 22:26:15.655952,5,37.99,0
Twitter,Campaign_5,34,1664,HK Multivitamin,2025-06-21 22:26:15.655952,3,459.86,1
YouTube,Campaign_3,46,6432,MB Protein,2025-05-19 22:26:15.655952,2,393.18,1
Instagram,Campaign_4,12,4020,Gritzo Shake,2025-05-11 22:26:15.655952,2,33.49,0
YouTube,Campaign_5,8,909,Gritzo Shake,2025-05-10 22:26:15.655952,5,336.26,1
YouTube,Campaign_1,15,2299,Gritzo Shake,2025-07-02 22:26:15.655952,3,404.85,1
YouTube,Campaign_5,30,3998,HK Multivitamin,2025-06-03 22:26:15.655952,1,329.48,1
YouTube,Campaign_3,50,5935,HK Multivitamin,2025-05-09 22:26:15.655952,1,363.7,1
Instagram,Campaign_1,42,5288,Gritzo Shake,2025-06-23 22:26:15.655952,5,442.98,1
Instagram,Campaign_4,38,2006,MB Protein,2025-05-10 22:26:15.655952,5,355.3,1
Twitter,Campaign_1,4,6176,HK Multivitamin,2025-06-26 22:26:15.655952,3,39.49,0
YouTube,Campaign_1,15,6338,Gritzo Shake,2025-07-10 22:26:15.655952,2,27.61,0
Twitter,Campaign_3,18,957,HK Multivitamin,2025-06-27 22:26:15.656951,4,408.19,1
Instagram,Campaign_2,6,9069,MB Protein,2025-06-04 22:26:15.656951,1,23.63,0
YouTube,Campaign_1,15,4316,HK Multivitamin,2025-05-01 22:26:15.656951,2,457.09,1
Twitter,Campaign_1,37,1847,HK Multivitamin,2025-07-16 22:26:15.656951,2,26.16,0
Instagram,Campaign_3,6,3051,Gritzo Shake,2025-07-12 22:26:15.656951,5,28.65,0
Instagram,Campaign_1,19,7230,HK Multivitamin,2025-06-19 22:26:15.656951,1,32.74,0
YouTube,Campaign_3,46,832,Gritzo Shake,2025-06-20 22:26:15.656951,2,22.52,0
Twitter,Campaign_1,35,3928,HK Multivitamin,2025-06-18 22:26:15.656951,5,387.94,1
Twitter,Campaign_5,36,7855,Gritzo Shake,2025-07-15 22:26:15.656951,5,458.45,1
Twitter,Campaign_2,49,4366,Gritzo Shake,2025-06-27 22:26:15.656951,4,32.02,0
Twitter,Campaign_2,32,8613,HK Multivitamin,2025-07-06 22:26:15.656951,3,37.87,0
Twitter,Campaign_2,18,159,HK Multivitamin,2025-07-02 22:26:15.656951,1,480.16,1
YouTube,Campaign_5,20,1405,MB Protein,2025-07-01 22:26:15.657949,1,37.18,0
Twitter,Campaign_3,37,4247,HK Multivitamin,2025-05-23 22:26:15.657949,3,442.49,1
YouTube,Campaign_5,22,3283,HK Multivitamin,2025-06-04 22:26:15.657949,2,379.39,1
Twitter,Campaign_3,4,5551,MB Protein,2025-06-18 22:26:15.657949,2,491.1,1
Twitter,Campaign_5,34,9106,MB Protein,2025-06-11 22:26:15.657949,2,408.13,1
Instagram,Campaign_2,42,9716,MB Protein,2025-07-05 22:26:15.657949,1,334.4,1
Twitter,Campaign_1,35,3603,MB Protein,2025-06-15 22:26:15.657949,2,27.2,0
Instagram,Campaign_5,12,3710,Gritzo Shake,2025-05-08 22:26:15.657949,1,325.82,1
YouTube,Campaign_2,11,6233,Gritzo Shake,2025-06-05 22:26:15.657949,1,30.64,0
YouTube,Campaign_1,41,7098,MB Protein,2025-06-19 22:26:15.657949,3,33.26,0
YouTube,Campaign_4,50,6938,HK Multivitamin,2025-04-29 22:26:15.657949,1,483.19,1
Twitter,Campaign_5,17,659,Gritzo Shake,2025-05-22 22:26:15.657949,3,350.78,1
Instagram,Campaign_5,12,5793,Gritzo Shake,2025-07-12 22:26:15.658951,2,309.14,1
Twitter,Campaign_1,36,9685,MB Protein,2025-06-27 22:26:15.658951,1,33.07,0
YouTube,Campaign_4,8,7393,Gritzo Shake,2025-07-02 22:26:15.658951,5,436.75,1
Twitter,Campaign_1,16,2980,Gritzo Shake,2025-07-18 22:26:15.658951,5,441.69,1
Twitter,Campaign_2,36,3459,HK Multivitamin,2025-05-04 22:26:15.658951,3,313.34,1
Twitter,Campaign_4,39,4921,Gritzo Shake,2025-05-19 22:26:15.658951,3,28.24,0
Twitter,Campaign_2,25,839,HK Multivitamin,2025-05-04 22:26:15.658951,5,425.46,1
YouTube,Campaign_1,15,8838,MB Protein,2025-07-09 22:26:15.658951,5,471.03,1
YouTube,Campaign_1,47,3463,HK Multivitamin,2025-06-22 22:26:15.658951,2,430.17,1
Twitter,Campaign_4,49,9963,HK Multivitamin,2025-07-02 22:26:15.658951,3,21.96,0
Instagram,Campaign_3,48,2779,MB Protein,2025-04-25 22:26:15.658951,1,33.03,0
YouTube,Campaign_2,50,389,Gritzo Shake,2025-05-15 22:26:15.658951,5,391.43,1
Twitter,Campaign_3,24,6923,Gritzo Shake,2025-05-10 22:26:15.659952,2,479.4,1
Twitter,Campaign_5,25,8078,MB Protein,2025-04-28 22:26:15.659952,2,423.96,1
Twitter,Campaign_4,17,846,Gritzo Shake,2025-06-03 22:26:15.659952,2,388.44,1
Twitter,Campaign_4,1,4407,MB Protein,2025-06-21 22:26:15.659952,3,483.0,1
YouTube,Campaign_2,13,125,Gritzo Shake,2025-04-24 22:26:15.659952,2,27.18,0
YouTube,Campaign_3,11,2212,Gritzo Shake,2025-06-07 22:26:15.659952,1,20.39,0
YouTube,Campaign_4,31,9186,Gritzo Shake,2025-06-10 22:26:15.659952,3,24.93,0
YouTube,Campaign_2,5,2792,MB Protein,2025-06-06 22:26:15.659952,5,374.16,1
Instagram,Campaign_2,48,3869,MB Protein,2025-06-28 22:26:15.659952,2,429.5,1
Twitter,Campaign_1,34,7439,Gritzo Shake,2025-07-11 22:26:15.659952,1,20.87,0
Twitter,Campaign_5,28,2739,HK Multivitamin,2025-04-24 22:26:15.659952,2,380.14,1
Instagram,Campaign_3,19,2154,Gritzo Shake,2025-05-31 22:26:15.660951,2,482.98,1
Twitter,Campaign_2,24,8478,MB Protein,2025-05-13 22:26:15.660951,4,37.07,0
Twitter,Campaign_4,4,2644,MB Protein,2025-07-03 22:26:15.660951,5,342.75,1
YouTube,Campaign_1,11,6827,HK Multivitamin,2025-05-06 22:26:15.660951,1,331.45,1
YouTube,Campaign_2,30,3733,MB Protein,2025-05-05 22:26:15.660951,5,23.64,0
YouTube,Campaign_3,46,307,HK Multivitamin,2025-05-09 22:26:15.660951,3,22.77,0
YouTube,Campaign_3,30,1459,MB Protein,2025-07-12 22:26:15.660951,1,458.5,1
Instagram,Campaign_5,19,3992,MB Protein,2025-05-30 22:26:15.660951,2,33.75,0
YouTube,Campaign_2,23,2063,MB Protein,2025-07-20 22:26:15.660951,2,23.5,0
Twitter,Campaign_3,39,9002,MB Protein,2025-06-30 22:26:15.660951,5,308.61,1
Twitter,Campaign_1,28,843,Gritzo Shake,2025-07-14 22:26:15.660951,5,39.82,0
Twitter,Campaign_5,1,9457,HK Multivitamin,2025-06-06 22:26:15.660951,4,20.82,0
YouTube,Campaign_3,47,1909,Gritzo Shake,2025-05-07 22:26:15.661952,3,441.63,1
Instagram,Campaign_1,6,7293,MB Protein,2025-06-23 22:26:15.661952,3,24.14,0
YouTube,Campaign_4,33,7864,HK Multivitamin,2025-06-29 22:26:15.661952,5,406.18,1
YouTube,Campaign_5,5,7479,Gritzo Shake,2025-06-08 22:26:15.661952,5,450.9,1
Instagram,Campaign_4,14,8485,HK Multivitamin,2025-04-28 22:26:15.661952,3,29.14,0
YouTube,Campaign_5,44,3205,MB Protein,2025-05-04 22:26:15.661952,2,344.31,1
Instagram,Campaign_4,29,8207,HK Multivitamin,2025-07-11 22:26:15.661952,3,396.7,1
YouTube,Campaign_3,44,1562,HK Multivitamin,2025-06-07 22:26:15.661952,1,354.82,1
Instagram,Campaign_4,12,9950,Gritzo Shake,2025-05-14 22:26:15.661952,1,31.45,0
Twitter,Campaign_4,39,5105,Gritzo Shake,2025-07-05 22:26:15.661952,4,21.81,0
YouTube,Campaign_3,7,5797,Gritzo Shake,2025-05-10 22:26:15.661952,3,394.87,1
Twitter,Campaign_1,32,191,HK Multivitamin,2025-06-24 22:26:15.661952,5,34.46,0
YouTube,Campaign_5,10,5384,MB Protein,2025-06-09 22:26:15.662972,3,348.26,1
Instagram,Campaign_4,14,7648,MB Protein,2025-06-29 22:26:15.662972,2,491.66,1
Twitter,Campaign_3,37,6491,Gritzo Shake,2025-05-18 22:26:15.662972,5,29.09,0
YouTube,Campaign_2,22,6993,HK Multivitamin,2025-05-03 22:26:15.662972,5,486.12,1
YouTube,Campaign_2,41,4603,HK Multivitamin,2025-05-27 22:26:15.662972,1,440.99,1
YouTube,Campaign_3,41,5110,MB Protein,2025-07-13 22:26:15.662972,3,356.29,1
Twitter,Campaign_5,40,7850,Gritzo Shake,2025-06-29 22:26:15.662972,2,319.82,1
Instagram,Campaign_4,19,9818,HK Multivitamin,2025-06-20 22:26:15.662972,3,382.21,1
Twitter,Campaign_2,49,9591,HK Multivitamin,2025-06-30 22:26:15.662972,5,331.07,1
Instagram,Campaign_2,42,8420,MB Protein,2025-06-11 22:26:15.662972,3,30.21,0
Twitter,Campaign_5,40,8649,HK Multivitamin,2025-07-14 22:26:15.662972,3,34.28,0
YouTube,Campaign_5,43,7620,HK Multivitamin,2025-06-07 22:26:15.662972,3,34.42,0
YouTube,Campaign_3,27,8821,MB Protein,2025-05-11 22:26:15.663976,5,445.2,1
Twitter,Campaign_3,28,2745,MB Protein,2025-05-18 22:26:15.663976,2,34.89,0
Twitter,Campaign_5,4,275,HK Multivitamin,2025-06-17 22:26:15.663976,1,28.19,0
YouTube,Campaign_3,11,9769,Gritzo Shake,2025-06-11 22:26:15.663976,3,449.36,1
Instagram,Campaign_2,12,1501,MB Protein,2025-05-07 22:26:15.663976,3,20.96,0
Twitter,Campaign_2,39,6883,HK Multivitamin,2025-07-12 22:26:15.663976,1,419.66,1
YouTube,Campaign_5,20,8194,MB Protein,2025-07-07 22:26:15.663976,3,22.44,0
Instagram,Campaign_3,14,6757,MB Protein,2025-07-19 22:26:15.663976,3,35.79,0
YouTube,Campaign_1,10,6230,Gritzo Shake,2025-05-10 22:26:15.663976,5,313.68,1
YouTube,Campaign_4,5,2685,MB Protein,2025-06-07 22:26:15.663976,1,426.96,1
Instagram,Campaign_1,21,8862,Gritzo Shake,2025-07-12 22:26:15.663976,2,24.54,0
Twitter,Campaign_4,40,8397,Gritzo Shake,2025-05-31 22:26:15.663976,4,426.22,1
Twitter,Campaign_3,37,9517,Gritzo Shake,2025-05-22 22:26:15.664972,3,387.15,1
YouTube,Campaign_4,45,8435,HK Multivitamin,2025-06-05 22:26:15.664972,1,38.8,0
Instagram,Campaign_2,29,1589,MB Protein,2025-05-25 22:26:15.664972,4,37.28,0
YouTube,Campaign_1,22,3529,HK Multivitamin,2025-06-10 22:26:15.664972,2,22.76,0
YouTube,Campaign_5,23,8704,MB Protein,2025-04-27 22:26:15.664972,4,442.96,1
Instagram,Campaign_5,42,8487,Gritzo Shake,2025-05-17 22:26:15.664972,2,26.1,0
Instagram,Campaign_3,2,1008,MB Protein,2025-04-30 22:26:15.664972,4,25.17,0
YouTube,Campaign_2,50,4325,HK Multivitamin,2025-05-24 22:26:15.664972,1,36.95,0
Twitter,Campaign_2,25,4924,HK Multivitamin,2025-06-10 22:26:15.664972,5,368.45,1
YouTube,Campaign_5,43,7689,Gritzo Shake,2025-05-29 22:26:15.664972,3,20.72,0
Twitter,Campaign_1,40,8072,HK Multivitamin,2025-06-25 22:26:15.664972,1,499.96,1
YouTube,Campaign_3,20,6335,HK Multivitamin,2025-07-17 22:26:15.665973,5,29.93,0
Twitter,Campaign_3,26,4652,MB Protein,2025-06-25 22:26:15.665973,2,443.68,1
Instagram,Campaign_1,29,6061,HK Multivitamin,2025-06-06 22:26:15.665973,4,24.31,0
Twitter,Campaign_2,1,9804,Gritzo Shake,2025-07-07 22:26:15.665973,4,460.45,1
Instagram,Campaign_5,48,6830,MB Protein,2025-06-04 22:26:15.665973,3,480.43,1
YouTube,Campaign_3,20,9758,HK Multivitamin,2025-04-22 22:26:15.665973,3,28.41,0
Instagram,Campaign_1,48,2307,MB Protein,2025-06-13 22:26:15.665973,4,38.59,0
YouTube,Campaign_4,50,7751,HK Multivitamin,2025-06-09 22:26:15.665973,3,467.62,1
Twitter,Campaign_2,9,1078,HK Multivitamin,2025-05-04 22:26:15.665973,3,373.57,1
Instagram,Campaign_3,19,9841,MB Protein,2025-05-09 22:26:15.665973,5,349.5,1
Instagram,Campaign_1,42,4898,HK Multivitamin,2025-06-16 22:26:15.665973,2,25.11,0
Instagram,Campaign_5,29,187,Gritzo Shake,2025-07-19 22:26:15.665973,3,480.19,1
Twitter,Campaign_1,25,5730,Gritzo Shake,2025-07-05 22:26:15.665973,4,23.73,0
YouTube,Campaign_4,10,4717,Gritzo Shake,2025-07-16 22:26:15.666973,3,38.94,0
Twitter,Campaign_2,17,912,MB Protein,2025-06-30 22:26:15.666973,4,448.73,1
YouTube,Campaign_1,8,6304,HK Multivitamin,2025-05-08 22:26:15.666973,2,34.21,0
Twitter,Campaign_5,40,6334,MB Protein,2025-05-13 22:26:15.666973,3,37.29,0
Instagram,Campaign_3,12,9263,Gritzo Shake,2025-04-29 22:26:15.666973,2,38.74,0
Twitter,Campaign_2,35,2497,Gritzo Shake,2025-06-09 22:26:15.666973,5,20.01,0
Twitter,Campaign_5,16,6693,Gritzo Shake,2025-04-25 22:26:15.666973,1,20.5,0
YouTube,Campaign_4,8,4223,HK Multivitamin,2025-07-15 22:26:15.666973,5,469.64,1
Twitter,Campaign_1,16,6145,MB Protein,2025-07-19 22:26:15.666973,1,28.3,0
YouTube,Campaign_1,31,752,HK Multivitamin,2025-04-29 22:26:15.666973,5,446.37,1
Twitter,Campaign_4,34,5147,MB Protein,2025-05-10 22:26:15.666973,2,391.09,1
Twitter,Campaign_2,36,9630,MB Protein,2025-05-20 22:26:15.666973,3,25.5,0
Twitter,Campaign_2,40,4506,Gritzo Shake,2025-04-27 22:26:15.667974,5,342.32,1
YouTube,Campaign_3,41,6116,HK Multivitamin,2025-06-13 22:26:15.667974,2,373.27,1
YouTube,Campaign_3,31,8930,Gritzo Shake,2025-05-11 22:26:15.667974,3,31.93,0
Instagram,Campaign_4,38,6008,Gritzo Shake,2025-06-06 22:26:15.667974,3,21.17,0
YouTube,Campaign_4,15,7705,HK Multivitamin,2025-06-04 22:26:15.667974,5,23.73,0
Instagram,Campaign_4,38,2766,MB Protein,2025-06-29 22:26:15.667974,1,38.01,0
YouTube,Campaign_4,46,3304,MB Protein,2025-06-09 22:26:15.667974,2,27.1,0
Twitter,Campaign_4,9,3166,HK Multivitamin,2025-05-27 22:26:15.667974,3,32.71,0
YouTube,Campaign_1,44,1830,Gritzo Shake,2025-06-17 22:26:15.667974,3,380.77,1
Twitter,Campaign_4,49,7685,MB Protein,2025-06-12 22:26:15.668996,1,38.37,0
YouTube,Campaign_5,7,5247,Gritzo Shake,2025-06-25 22:26:15.668996,2,35.72,0
Twitter,Campaign_4,17,6604,MB Protein,2025-05-23 22:26:15.668996,1,413.57,1
Twitter,Campaign_4,9,4783,Gritzo Shake,2025-04-29 22:26:15.668996,3,33.82,0
Twitter,Campaign_2,3,2715,HK Multivitamin,2025-06-03 22:26:15.668996,5,30.0,0
YouTube,Campaign_2,10,7674,Gritzo Shake,2025-05-19 22:26:15.668996,2,398.87,1
Twitter,Campaign_5,17,6736,MB Protein,2025-06-18 22:26:15.668996,4,33.62,0
YouTube,Campaign_2,50,9074,HK Multivitamin,2025-06-24 22:26:15.668996,2,27.56,0
Twitter,Campaign_4,37,2581,HK Multivitamin,2025-04-24 22:26:15.668996,1,492.73,1
Twitter,Campaign_3,26,8601,MB Protein,2025-07-04 22:26:15.668996,4,394.82,1
Twitter,Campaign_3,16,5807,HK Multivitamin,2025-05-14 22:26:15.668996,5,322.4,1
Twitter,Campaign_4,24,2854,Gritzo Shake,2025-05-17 22:26:15.669971,2,331.81,1
Twitter,Campaign_4,3,8967,Gritzo Shake,2025-07-11 22:26:15.669971,4,336.49,1
YouTube,Campaign_3,43,5555,Gritzo Shake,2025-07-09 22:26:15.669971,3,33.48,0
